id,ProductCode,Barcode,Name,Description,UnitPrice,Discount,MinimumPrice,DiscountType,Brand,Category,Notes,Type,Tax1,Tax2,Status,BuyPrice,TrackStock,TrackingType,StockBalance,UnitTemplate,AverageCost,LowStockThershol,ProfitMargin,IsFeatured,IsAvilableOnline,مناسب لـ :-Custom,شكل الإطار-Custom,مادة الإطار-Custom,عرض العدسة-Custom,طول العدسة-Custom,لون العدسة-Custom,مادة العدسة-Custom
132,125,1024020025,"VCH 51S 0300 -  Chopard"," ",2600," ",1300," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
133,126,1024020026,"VCH G99S 0594 -  Chopard"," ",4660," ",2330," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
134,127,1024020027,"VCH G99S 0A39 -  Chopard"," ",4660," ",2330," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
135,128,1024020028,"VCH F50S 0300 -  Chopard"," ",2600," ",1300," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
136,129,1024020029,"VCH F50S 08FC -  Chopard"," ",2600," ",1300," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
137,130,1024020030,"VCH F51S 08FC -  Chopard"," ",2600," ",1300," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
138,131,1024020031,"VCH F70 08FC -  Chopard"," ",2200," ",1100," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
139,132,1024020032,"VCH F71 0300 -  Chopard"," ",2000," ",1000," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
140,133,1024020036,"VCH L59S 0300 -  Chopard"," ",4100," ",2050," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
141,134,1024020037,"VCH L59S 0451 -  Chopard"," ",4160," ",2080," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
142,135,1024020038,"VCH L59S 08FC -  Chopard"," ",4100," ",2050," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
143,136,1024020039,"VCH L60S 08FC -  Chopard"," ",4600," ",2300," ","شوبارد -  Chopard","شوبارد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
144,137,1025010012,"FG 500224 016 - Fred"," ",3000," ",1500," ","فرد - Fred","فرد - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
145,138,1025010013,"FG 50022U 016 - Fred"," ",3000," ",1500," ","فرد - Fred","فرد - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
146,139,1026010007,"VO 5423 W44 145 - Vogue"," ",524," ",262,1,"فوج - Vogue","فوج - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
147,140,1028010031,"VFI 995 0700 145 - Fila"," ",540," ",270,1,"فيلا - Fila","فيلا - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
148,141,1028010032,"VFI 875 U28K 145 - Fila"," ",540," ",270,1,"فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
149,142,1028010033,"VFI A15 0508 145 - Fila"," ",540," ",270,1,"فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
150,143,1028010034,"VFI 440 OE80 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
151,144,1028010035,"VFI 488L 0R43 135 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
152,145,1028010036,"VFI 488L OU28 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
153,146,1028010037,"VFI 533 0579 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
154,147,1028010038,"VFI 539 0991 145 - Fila"," ",540," ",270,1,"فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
155,148,1028010039,"VFI 718V 0700 140 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
156,149,1028010040,"VFI 718V 0995 140 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
157,150,1028010041,"VFI 874 04A4 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
158,151,1028010042,"VFI 874 5GPM 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
159,152,1028010043,"VFI 875 4A4Y 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
160,153,1028010044,"VFI 878 0302 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
161,154,1028010045,"VFI 878 0627 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
162,155,1028010046,"VFI 879 0300 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
163,156,1028010047,"VFI 880 0700 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
164,157,1028010048,"VFI 990 0700140 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
165,158,1028010049,"VFI 990 OD82 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
166,159,1028010050,"VFI 990 OD82K 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
167,160,1028010051,"VFI 992 0U28 145 - Fila"," ",540," ",270,1,"فيلا - Fila","فيلا - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
168,161,1028010052,"VFI 995 0703 140 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
169,162,1028010053,"VFI A15 08H5 145 - Fila"," ",540," ",270," ","فيلا - Fila","فيلا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
170,163,1029010007,"FE 50062I 052 - Fendi"," ",1950," ",975,1,"فيندي - Fendi","فيندي - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
171,164,1029010008,"FE 50083U 030 - Fendi"," ",1950," ",975,1,"فيندي - Fendi","فيندي - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
172,165,1029010009,"FE 50095U 001 - Fendi"," ",1950," ",975,1,"فيندي - Fendi","فيندي - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
173,166,1029010010,"FE 50105F 016 - Fendi"," ",1950," ",975," ","فيندي - Fendi","فيندي - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
174,167,1029010011,"FE 50105F 032 - Fendi"," ",1950," ",975," ","فيندي - Fendi","فيندي - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
175,168,1029020005,"FE 50039I 050 - Fendi"," ",1720," ",860,1,"فيندي - Fendi","فيندي - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
176,169,1029020006,"FE 50057I 001 - Fendi"," ",1950," ",975," ","فيندي - Fendi","فيندي - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
177,170,1029020012,"FE 50060I 001 - Fendi"," ",1950," ",975,1,"فيندي - Fendi","فيندي - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
178,171,1031010001,"CA 019 807 145 - Carrera"," ",840," ",420," ","كاريرا - Carrera","كاريرا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
179,172,1031010002,"CA 269 PJP 150 - Carrera"," ",830," ",415," ","كاريرا - Carrera","كاريرا - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
180,173,1031010003,"CA 271 M4P 140 - Carrera"," ",830," ",415," ","كاريرا - Carrera","كاريرا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
181,174,1031010004,"CA 293 807 150 - Carrera"," ",830," ",415," ","كاريرا - Carrera","كاريرا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
182,175,1031010006,"CA 313 Y00 150 - Carrera"," ",830," ",415," ","كاريرا - Carrera","كاريرا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
183,176,1031010007,"CA 8873 807 145 - Carrera"," ",840," ",420," ","كاريرا - Carrera","كاريرا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
184,177,1031010008,"CA 8878 003 145 - Carrera"," ",980," ",490,1,"كاريرا - Carrera",," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0,0,"رجال فقط"," "," "," "," "," "," "
185,178,1031020005,"CA 3008 807 140 - Carrera"," ",840," ",420," ","كاريرا - Carrera","كاريرا - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
186,179,1032010009,"CK 19151 306 145 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
187,180,1032010010,"CK 19311 201 145 - Calvin Klein"," ",800," ",400," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
188,181,1032010011,"CK 19311 410 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
189,182,1032010012,"CK 19311 601 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
190,183,1032010015,"CK 22116 014 145 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
191,184,1032010016,"CK 21117 001 140 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
192,185,1032010018,"CK 22100 438 145 - Calvin Klein"," ",870," ",435," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
193,186,1032010019,"CK 22117 009 145 - Calvin Klein"," ",870," ",435," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
194,187,1032010020,"CK 22117 717 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
195,188,1032010031,"CK 23514 001 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
196,189,1032010032,"CK 23532T 438 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
197,190,1032010033,"CK 23547 001 145 - Calvin Klein"," ",810," ",405," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
198,191,1032010035,"CK 23548 970 145 - Calvin Klein"," ",810," ",405," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
199,192,1032010049,"CKJ 22649 001 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
200,193,1032010050,"CK 23532T 025 145 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
201,194,1032010051,"CKJ 23615 002 140 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
202,195,1032010052,"CKJ 24610 002 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
203,196,1032010053,"CKJ24636MAG SET001 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
204,197,1032020013,"CK 20303 605 140 - Calvin Klein"," ",870," ",435," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
205,198,1032020014,"CK 21125 200 140 - Calvin Klein"," ",870," ",435," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
206,199,1032020017,"CK 21519 513 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
207,200,1032020021,"CK 22506 438 140 - Calvin Klein"," ",870," ",435," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
208,201,1032020022,"CK 22527T 001 145 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
209,202,1032020023,"CK 22540 001 140 - Calvin Klein"," ",870," ",435," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
210,203,1032020027,"CK 23105 414 140 - Calvin Klein"," ",840," ",420," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
211,204,1032020028,"CK 23105 717 140 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," ","نساء فقط"," "," "," "," "," "," "
212,205,1032020034,"CK 23548 001 16 - Calvin Klein"," ",800," ",400," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
213,206,1032020036,"CK 23651 001 140 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
214,207,1032020037,"CK 24520 200 16 - Calvin Klein"," ",800," ",400," ","كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
215,208,1032020039,"CKJ 20219 717 140 - Calvin Klein"," ",870," ",435,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
216,209,1032020040,"CKJ 21221 718 140 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
217,210,1032020041,"CKJ 22206 679 140 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
218,211,1032020042,"CKJ 22219 722 140 - Calvin Klein"," ",840," ",420,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
219,212,1032020046,"CKJ 23614  400 140 - Calvin Klein"," ",870," ",435,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
220,213,1032020047,"CKJ 23648 001 140 - Calvin Klein"," ",870," ",435,1,"كلفين كلاين - Calvin Klein","كلفين كلاين - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
221,214,1034010001,"L 2268 615 140 - Lacoste"," ",820," ",410," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
222,215,1034010002,"L 2275E 001 145 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
223,216,1034010003,"L 2296 002 145 - Lacoste"," ",820," ",410," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
224,217,1034010006,"L 2603ND 215 145 - Lacoste"," ",790," ",395," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
225,218,1034010010,"L 2841 424 150 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
226,219,1034010011,"L 2871 215 145 - Lacoste"," ",790," ",395," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
227,220,1034010012,"L 2898 002 145 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
228,221,1034010013,"L 2920 001 140 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
229,222,1034010015,"L 2923 001 145 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
230,223,1034010016,"L 2935 001 145 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
231,224,1034010017,"L 2936 002 145 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
232,225,1034010018,"L 2941 001 145 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
233,226,1034010019,"L 2954 001 145 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
234,227,1034010034,"L2941 240 145 - Lacoste"," ",800," ",400,1,"لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
235,228,1034020014,"L 2920 200 140 - Lacoste"," ",800," ",400," ","لاكوست - Lacoste","لاكوست - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
236,229,1035020008,"LJ 2170 716 140 - Liu.Jo"," ",750," ",375," ","ليو جو - Liu.Jo","ليو جو - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
237,230,1035020009,"LJ 2786 001 140 - Liu.Jo"," ",750," ",375," ","ليو جو - Liu.Jo","ليو جو - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
238,231,1035020010,"LJ 2787 001 140 - Liu.Jo"," ",750," ",375," ","ليو جو - Liu.Jo","ليو جو - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
239,232,1035020011,"LJ 2788 275 140 - Liu.Jo"," ",750," ",375," ","ليو جو - Liu.Jo","ليو جو - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
240,233,1035020012,"LJ 2794 001 140 - Liu.Jo"," ",750," ",375," ","ليو جو - Liu.Jo","ليو جو - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
241,234,1035020013,"LJ 2794 272 140 - Liu.Jo"," ",750," ",375," ","ليو جو - Liu.Jo","ليو جو - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
242,235,1035020014,"LJ 2799R 530 140 - Liu.Jo"," ",750," ",375," ","ليو جو - Liu.Jo","ليو جو - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
243,236,1035020015,"LJ 2801 005 140 - Liu.Jo"," ",750," ",375," ","ليو جو - Liu.Jo","ليو جو - طبي"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
244,237,1038030001,"ميني اطفال طبي - Minis kids eyeglasses"," ",150," ",99," ","ميني اطفال - Minis kids","ميني اطفال - طبي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
245,238,2000000000,"نظارة شمسية - Sunglasses"," ",0," ",0," ","نظارة شمسية - Sunglasses","نظارة شمسية"," ",1,"معافاة  (0%)"," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
246,239,2002010001,"3071 681/25 - Arntte"," ",480," ",240," ","ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
247,240,2002010003,"3074 528155 - Arntte"," ",480," ",240," ","ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
248,241,2002010004,"3074 693/F9 - Arntte"," ",480," ",240," ","ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
249,242,2002010005,"3075 696/5A - Arntte"," ",530," ",265," ","ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
250,243,2002010006,"AN 3088 741/87 - Arntte"," ",610," ",305,1,"ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
251,244,2002010007,"4176 2153/55 - Arntte"," ",480," ",240," ","ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
252,245,2002010008,"4227 2087883 - Arntte"," ",480," ",240," ","ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
253,246,2002010009,"4241 41/81 - Arntte"," ",480," ",240," ","ارنيت - Arntte","ارنيت - شمسي"," ",1," "," ",0,0,1,quantity_only,0," ",0," "," ",0," "," "," "," "," "," "," "," "
